Current State,Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Rhode Island,2013,158,102,-442,-30,614,-522,-861,337,-1150,-1470,-735,57,44,-340,-36,-20,0,-68,678,-171,1185,1127,39,221,355,-265,0,491,0,-431,1340,0,1046,180,0,-804,-387,-115,1481,0,-994,0,-149,-685,-795,667,-1108,-546,52,-61,0
South Carolina,2013,-80,774,9,1631,2498,1258,1565,-219,-89,4273,995,-1043,532,415,1568,-137,-204,699,565,516,1803,1945,-243,1203,-567,36,-147,-8,-353,1143,5418,-644,2619,796,-2,8210,474,-82,5039,994,0,135,-2616,-1383,-807,170,-2173,424,-78,705,-216
South Dakota,2013,-234,87,183,-94,355,39,0,0,-177,-69,124,-183,-3018,75,97,1275,103,0,11,0,-206,48,-101,2618,-60,-660,-26,132,-132,22,4,-672,-284,460,-24,90,-119,313,138,0,-135,0,483,100,-16,84,210,-602,42,234,409
Tennessee,2013,-306,1509,495,468,968,-725,-906,-55,364,5654,-314,335,1991,2983,674,973,756,1321,3182,89,621,756,1421,1038,-782,1074,9,40,-10,154,165,-562,1479,2481,-70,-65,-99,77,173,149,2616,-483,0,-2340,-757,-77,1240,274,-400,-414,-136
Texas,2013,3991,4775,1482,3907,34028,-4511,132,439,-190,8393,5039,-1691,-126,17125,3119,613,-84,-487,7295,359,5179,2507,2830,378,-1134,3405,-1433,944,4314,547,4387,8969,6810,4972,-1927,5517,1778,-3823,574,685,1383,-100,2340,0,49,-509,1523,-2618,379,2847,3676
Utah,2013,-1307,-22,-3834,912,3163,811,-54,231,-126,1013,1058,145,713,-166,-922,-981,250,-487,-692,164,-1044,984,948,-579,482,1608,-717,-297,981,-27,64,-1348,1854,-305,-270,-24,839,-761,-87,795,807,16,757,-49,0,-107,84,-1220,-177,545,2305
Vermont,2013,8,-6,-168,11,-133,62,906,48,169,-790,-68,101,97,-644,-164,-139,-68,-69,35,-661,-105,1240,-176,-189,53,176,27,200,152,1167,-313,110,607,-310,-117,62,0,153,197,-667,-170,-84,77,509,107,0,67,219,-27,-58,-27
Virginia,2013,1591,1499,-253,276,3703,-2932,1783,440,1575,5029,3102,2469,-790,1204,505,502,1990,-57,-1344,342,5428,-739,1137,-175,117,1485,-97,214,-1244,-52,4275,-1025,2837,-7534,1093,615,-835,-2809,4221,1108,2173,-210,-1240,-1523,-84,-67,0,1459,2,720,44
Washington,2013,97,438,-4165,1568,-96,-753,142,0,462,462,4741,1321,-863,2527,-827,354,100,1008,-1819,203,1089,1252,1380,1001,441,977,-2256,855,-697,-216,1320,347,936,2612,-91,-325,1296,-2222,-194,546,-424,602,-274,2618,1220,-219,-1459,0,40,2574,-467
West Virginia,2013,87,450,-126,-83,601,-154,208,368,170,-1232,675,0,178,-539,175,-147,-330,205,-726,-155,3667,-160,659,-364,-126,-603,14,140,-56,-222,1066,73,472,-1454,0,-606,-478,103,1692,-52,78,-42,400,-379,177,27,-2,-40,0,-279,0
Wisconsin,2013,-2,300,-1945,-181,445,-1095,-306,0,53,-2898,-2134,492,-203,9520,-975,-1047,-172,-210,-375,904,-770,-64,623,-1927,192,-1254,-292,-7,-805,-122,861,183,-356,801,417,941,-457,-334,-202,61,-705,-234,414,-2847,-545,58,-720,-2574,279,0,-138
Wyoming,2013,-242,11,-757,34,1921,-920,-117,0,-3,-55,-121,515,-272,248,714,-323,413,-231,415,28,-313,323,751,186,0,1215,625,21,-845,0,0,-74,1255,477,-718,-2,-389,1193,-79,0,216,-409,136,-3676,-2305,27,-44,467,0,138,0
Alabama,2014,0,533,52,-695,-5037,1015,222,70,-128,-1328,1442,524,342,697,836,-410,-334,2309,-2455,0,548,82,197,-128,-1343,-460,-134,-226,142,206,419,529,621,-1846,-402,3388,225,38,-91,-347,-964,0,-1870,-15,234,179,-729,-497,1018,-218,53
Alaska,2014,-533,0,-1091,174,-3679,-679,-2127,-406,-92,-5202,-3269,-319,-2250,-3046,-112,-783,-1098,294,-46,131,-357,-1560,-1979,-454,228,693,256,-348,-2733,11,-237,-1309,-3012,-1665,-246,-887,-1098,-2177,-1794,24,-315,-217,-482,-3938,-860,-110,-1972,-2375,-1797,-14,62
Arizona,2014,-52,1091,0,398,22246,-2641,189,231,-1,1247,-2236,-1215,319,9024,-1463,95,240,923,487,150,188,1028,3040,1704,237,2259,-474,633,-1475,729,1849,-55,-387,1686,521,3560,-1605,-2898,2557,1650,-1271,500,-1003,-1590,-3244,550,-403,4221,-266,3776,871
Arkansas,2014,695,-174,-398,0,3500,-807,431,0,107,700,220,283,-110,2017,-468,-261,585,-305,551,0,-436,-185,13,276,1500,1522,-56,-166,143,-63,-178,672,715,-236,-192,-756,1197,-316,267,0,-448,-23,-3091,2472,371,0,1193,-629,-223,157,-523
California,2014,5037,3679,-22246,-3500,0,-7006,2311,907,-987,2383,-5309,567,-2754,5772,308,266,455,-492,805,-1302,-77,-3740,1847,410,-3822,713,-2606,752,-18969,-539,6923,-242,11960,-3898,-131,474,-1669,-14306,5707,-570,-1901,1044,-3227,-24601,-237,-181,1834,-7248,-655,23,-1302
Colorado,2014,-1015,679,2641,807,7006,0,368,159,667,44,-572,657,-976,5015,2141,2246,1430,-1372,-474,-352,1257,-443,920,222,121,1941,834,-831,636,109,1142,2594,7371,-134,41,502,2621,-3382,1629,-91,-1865,182,-185,6154,-1185,75,1841,1989,-767,2610,209
Connecticut,2014,-222,2127,-189,-431,-2311,-368,0,-672,-1124,-6494,-1016,155,-37,673,-660,-416,-503,377,-566,428,41,-4906,-1096,658,-52,619,-24,0,228,-1855,3204,-307,6782,-3386,0,-187,84,-293,1202,2591,-3573,93,935,-1414,68,-342,662,-701,-244,-293,0
Delaware,2014,-70,406,-231,0,-907,-159,672,0,68,-649,-87,0,-37,-346,-62,-380,0,-34,-122,-310,1987,962,47,398,0,477,0,54,-205,483,2589,58,1742,224,0,-730,141,7,59,6,-243,0,-150,-674,0,-16,439,-500,-9,127,-38
District of Columbia ,2014,128,92,1,-107,987,-667,1124,-68,0,-152,-137,-617,229,630,439,17,133,27,306,13,-3815,-114,-77,344,15,-183,84,111,-22,72,1110,24,239,-54,25,-384,-138,-141,675,125,-260,0,-318,45,50,0,-2591,717,-865,-31,255
Florida,2014,1328,5202,-1247,-700,-2383,-44,6494,649,152,0,-3475,-1055,538,10745,1909,1917,-1578,-668,-2003,1599,7213,6036,12605,1637,-1377,3437,-997,-899,-92,1945,13893,-1728,36397,-199,-817,13061,402,1478,12611,2093,-1022,364,-3485,-15755,6,1229,2864,-2680,498,3398,-511
Georgia,2014,-1442,3269,2236,-220,5309,572,1016,87,137,3475,0,-1348,370,156,346,-735,2546,-430,-2776,583,-1420,1572,2611,-1251,-5,-984,121,-284,134,39,365,1499,8288,-1275,85,751,-317,-571,3222,-1416,2280,285,-916,-1712,-257,54,1689,-375,797,2066,299
Hawaii,2014,-524,319,1215,-283,-567,-657,-155,0,617,1055,1348,0,-530,174,926,201,-139,-242,-660,450,-1096,-244,63,-50,-45,163,-549,151,-539,0,366,-99,698,-1223,-348,149,320,-2428,-79,70,-363,0,638,-37,-1014,0,408,-83,0,73,-45
Idaho,2014,-342,2250,-319,110,2754,976,37,37,-229,-538,-370,530,0,952,105,168,642,-442,125,-29,161,-400,283,141,141,-382,1743,-295,739,0,66,-300,-241,711,-224,-170,778,-624,-3,0,-484,232,1073,-522,-1296,529,-107,-1364,0,430,714
Illinois,2014,-697,3046,-9024,-2017,-5772,-5015,-673,346,-630,-10745,-156,-174,-952,0,-18956,-7141,6,-3075,468,211,237,1292,-2950,-5800,-1319,-8877,513,-2190,-1415,-795,829,-1933,3045,-2055,263,-662,1343,-382,2531,-183,-997,-403,-3981,-10988,-614,131,43,-1919,-5,-15370,-371
Indiana,2014,-836,112,1463,468,-308,-2141,660,62,-439,-1909,-346,-926,-105,18956,0,-1131,560,-2945,787,-54,1214,133,-816,-1848,-695,-2250,-439,-343,764,921,321,-870,814,983,67,616,-1182,-268,-555,167,-1808,109,-2243,-1224,136,83,-1124,-90,-477,647,306
Iowa,2014,410,783,-95,261,-266,-2246,416,380,-17,-1917,735,-201,-168,7141,1131,0,-161,-853,170,-198,-87,-242,288,2958,316,-255,-243,1004,-1146,24,355,580,140,-1021,204,-609,-2364,167,806,-80,-186,-542,-723,-1280,-63,52,269,-656,161,-1183,285
Kansas,2014,334,1098,-240,-585,-455,-1430,503,0,-133,1578,-2546,139,-642,-6,-560,161,0,10,934,-58,-128,148,837,1190,-19,3390,-236,-714,995,-165,1228,119,71,-574,-143,747,-2748,-160,-580,-153,-516,-641,341,-330,539,-39,2704,-257,139,37,236
Kentucky,2014,-2309,-294,-923,305,492,1372,-377,34,-27,668,430,242,442,3075,2945,853,-10,0,-483,-114,364,137,-1135,332,-151,1609,-124,196,16,-240,254,9,1409,1093,-322,-1695,92,284,206,-251,-2977,321,2236,-422,155,-32,-1876,298,423,-295,244
Louisiana,2014,2455,46,-487,-551,-805,474,566,122,-306,2003,2776,660,-125,-468,-787,-170,-934,483,0,-1014,-330,953,160,-119,764,871,147,-91,692,127,-351,-787,1236,1990,167,1698,1259,-408,-1043,-365,-654,259,1353,-2289,225,0,1392,315,241,601,-38
Maine,2014,0,-131,-150,0,1302,352,-428,310,-13,-1599,-583,-450,29,-211,54,198,58,114,1014,0,33,2288,7,101,0,8,53,-200,407,-55,808,408,2155,-934,30,127,187,-230,989,21,-1222,63,-192,834,692,548,-291,87,17,499,-115
Maryland,2014,-548,357,-188,436,77,-1257,-41,-1987,3815,-7213,1420,1096,-161,-237,-1214,87,128,-364,330,-33,0,744,1012,310,155,-933,-117,-313,-350,287,3996,-594,6583,646,140,-803,-374,-595,-8143,308,-1715,-130,-1513,-4006,673,-304,-6249,-485,-3236,203,28
Massachusetts,2014,-82,1560,-1028,185,3740,443,4906,-962,114,-6036,-1572,244,400,-1292,-133,242,-148,-137,-953,-2288,-744,0,-431,-205,-417,-82,-629,-857,-152,-3515,2425,18,5326,-845,-3,-541,364,-823,2093,-1264,-526,-63,-668,-856,-882,-1697,1127,-689,71,148,0
Michigan,2014,-197,1979,-3040,-13,-1847,-920,1096,-47,77,-12605,-2611,-63,-283,2950,816,-288,-837,1135,-160,-7,-1012,431,0,101,-2052,-800,-553,136,-130,175,332,-83,2399,-2561,-559,-651,396,-537,-1532,63,-1558,369,916,-2821,-226,-146,441,773,213,-55,50
Minnesota,2014,128,454,-1704,-276,-410,-222,-658,-398,-344,-1637,1251,50,-141,5800,1848,-2958,-1190,-332,119,-101,-310,205,-101,0,845,448,226,-1254,-580,188,-528,-20,247,-1275,-5169,324,-341,-1498,144,-158,-697,18,252,-3292,-86,93,-1657,142,533,-383,-131
Mississippi,2014,1343,-228,-237,-1500,3822,-121,52,0,-15,1377,5,45,-141,1319,695,-316,19,151,-764,0,-155,417,2052,-845,0,232,59,680,-517,-431,-335,84,-638,169,-331,99,-474,148,934,0,950,0,1851,-6762,-95,-26,-1181,366,263,-636,0
Missouri,2014,460,-693,-2259,-1522,-713,-1941,-619,-477,183,-3437,984,-163,382,8877,2250,255,-3390,-1609,-871,-8,933,82,800,-448,-232,0,544,1765,-69,55,981,-282,772,174,-474,-638,368,2584,169,426,122,536,-2299,-599,-1023,-67,684,-1115,-102,-707,465
Montana,2014,134,-256,474,56,2606,-834,24,0,-84,997,-121,549,-1743,-513,439,243,236,124,-147,-53,117,629,553,-226,-59,-544,0,-161,-272,0,-327,-339,-310,-97,-778,-297,-67,153,-320,0,-294,-546,-245,1510,1074,-235,122,1060,-252,-283,210
Nebraska,2014,226,348,-633,166,-752,831,0,-54,-111,899,284,-151,295,2190,343,-1004,714,-196,91,200,313,857,-136,1254,-680,-1765,161,0,295,0,62,-612,877,-733,-94,204,26,-182,1066,237,95,1293,272,34,1121,0,783,-142,0,-47,736
Nevada,2014,-142,2733,1475,-143,18969,-636,-228,205,22,92,-134,539,-739,1415,-764,1146,-995,-16,-692,-407,350,152,130,580,517,69,272,-295,0,-221,980,1824,-538,-791,-236,62,573,647,1877,-3,-195,-355,1264,-1759,-635,115,81,784,465,-324,-299
New Hampshire,2014,-206,-11,-729,63,539,-109,1855,-483,-72,-1945,-39,0,0,795,-921,-24,165,240,-127,55,-287,3515,-175,-188,431,-55,0,0,221,0,665,-436,300,-859,477,-1076,57,247,981,-240,-872,-80,-130,-1701,361,-372,152,57,0,-37,0
New Jersey,2014,-419,237,-1849,178,-6923,-1142,-3204,-2589,-1110,-13893,-365,-366,-66,-829,-321,-355,-1228,-254,351,-808,-3996,-2425,-332,528,335,-981,327,-62,-980,-665,0,352,9053,-8311,89,-2432,-567,-275,-20465,-491,-3353,-11,943,-4130,-360,-326,-4368,-1393,-687,266,0
New Mexico,2014,-529,1309,55,-672,242,-2594,307,-58,-24,1728,-1499,99,300,1933,870,-580,-119,-9,787,-408,594,-18,83,20,-84,282,339,612,-1824,436,-352,0,-251,-294,-162,-374,2242,-1398,436,0,-1025,-185,-503,-189,-1324,140,532,-877,25,809,-55
New York,2014,-621,3012,387,-715,-11960,-7371,-6782,-1742,-239,-36397,-8288,-698,241,-3045,-814,-140,-71,-1409,-1236,-2155,-6583,-5326,-2399,-247,638,-772,310,-877,538,-300,-9053,251,0,-14081,-705,-2993,-1318,-1286,-9215,-2022,-6445,-678,-2657,-8406,200,-621,-7237,-3098,-594,-614,130
North Carolina,2014,1846,1665,-1686,236,3898,134,3386,-224,54,199,1275,1223,-711,2055,-983,1021,574,-1093,-1990,934,-646,845,2561,1275,-169,-174,97,733,791,859,8311,294,14081,0,483,1078,-484,-499,588,-70,-4809,379,-5751,-1330,-517,368,6059,-433,2408,-1203,657
North Dakota,2014,402,246,-521,192,131,-41,0,0,-25,817,-85,348,224,-263,-67,-204,143,322,-167,-30,-140,3,559,5169,331,474,778,94,236,-477,-89,162,705,-483,0,714,-348,-634,965,0,308,817,249,399,205,-32,-284,276,22,-102,75
Ohio,2014,-3388,887,-3560,756,-474,-502,187,730,384,-13061,-751,-149,170,662,-616,609,-747,1695,-1698,-127,803,541,651,-324,-99,638,297,-204,-62,1076,2432,374,2993,-1078,-714,0,-840,710,7992,782,-3652,-26,1761,-3481,-911,-20,-1248,588,-75,-311,136
Oklahoma,2014,-225,1098,1605,-1197,1669,-2621,-84,-141,138,-402,317,-320,-778,-1343,1182,2364,2748,-92,-1259,-187,374,-364,-396,341,474,-368,67,-26,-573,-57,567,-2242,1318,484,348,840,0,-1587,510,53,-336,-206,1011,4095,394,-62,67,1226,-170,52,425
Oregon,2014,-38,2177,2898,316,14306,3382,293,-7,141,-1478,571,2428,624,382,268,-167,160,-284,408,230,595,823,537,1498,-148,-2584,-153,182,-647,-247,275,1398,1286,499,634,-710,1587,0,1178,117,-141,589,-551,2708,1494,-130,42,-4927,-163,677,1569
Pennsylvania,2014,91,1794,-2557,-267,-5707,-1629,-1202,-59,-675,-12611,-3222,79,3,-2531,555,-806,580,-206,1043,-989,8143,-2093,1532,-144,-934,-169,320,-1066,-1877,-981,20465,-436,9215,-588,-965,-7992,-510,-1178,0,-58,-4631,367,714,-3166,-260,-506,-2755,-935,-126,-159,134
Rhode Island,2014,347,-24,-1650,0,570,91,-2591,-6,-125,-2093,1416,-70,0,183,-167,80,153,251,365,-21,-308,1264,-63,158,0,-426,0,-237,3,240,491,0,2022,70,0,-782,-53,-117,58,0,-172,0,-963,-1407,-35,-771,-428,-324,0,-184,0
South Carolina,2014,964,315,1271,448,1901,1865,3573,243,260,1022,-2280,363,484,997,1808,186,516,2977,654,1222,1715,526,1558,697,-950,-122,294,-95,195,872,3353,1025,6445,4809,-308,3652,336,141,4631,172,0,315,-2051,-2,-510,52,3080,2276,48,-490,-8
South Dakota,2014,0,217,-500,23,-1044,-182,-93,0,0,-364,-285,0,-232,403,-109,542,641,-321,-259,-63,130,63,-369,-18,0,-536,546,-1293,355,80,11,185,678,-379,-817,26,206,-589,-367,0,-315,0,328,-1159,131,-147,1295,-1379,0,305,1699
Tennessee,2014,1870,482,1003,3091,3227,185,-935,150,318,3485,916,-638,-1073,3981,2243,723,-341,-2236,-1353,192,1513,668,-916,-252,-1851,2299,245,-272,-1264,130,-943,503,2657,5751,-249,-1761,-1011,551,-714,963,2051,-328,0,-5025,-145,11,1147,1918,1324,17,-234
Texas,2014,15,3938,1590,-2472,24601,-6154,1414,674,-45,15755,1712,37,522,10988,1224,1280,330,422,2289,-834,4006,856,2821,3292,6762,599,-1510,-34,1759,1701,4130,189,8406,1330,-399,3481,-4095,-2708,3166,1407,2,1159,5025,0,-1092,106,5117,-2078,361,2421,-1
Utah,2014,-234,860,3244,-371,237,1185,-68,0,-50,-6,257,1014,1296,614,-136,63,-539,-155,-225,-692,-673,882,226,86,95,1023,-1074,-1121,635,-361,360,1324,-200,517,-205,911,-394,-1494,260,35,510,-131,145,1092,0,-192,-222,438,-17,-672,2460
Vermont,2014,-179,110,-550,0,181,-75,342,16,0,-1229,-54,0,-529,-131,-83,-52,39,32,0,-548,304,1697,146,-93,26,67,235,0,-115,372,326,-140,621,-368,32,20,62,130,506,771,-52,147,-11,-106,192,0,439,-332,146,-130,29
Virginia,2014,729,1972,403,-1193,-1834,-1841,-662,-439,2591,-2864,-1689,-408,107,-43,1124,-269,-2704,1876,-1392,291,6249,-1127,-441,1657,1181,-684,-122,-783,-81,-152,4368,-532,7237,-6059,284,1248,-67,-42,2755,428,-3080,-1295,-1147,-5117,222,-439,0,-1402,2286,-397,7
Washington,2014,497,2375,-4221,629,7248,-1989,701,500,-717,2680,375,83,1364,1919,90,656,257,-298,-315,-87,485,689,-773,-142,-366,1115,-1060,142,-784,-57,1393,877,3098,433,-276,-588,-1226,4927,935,324,-2276,1379,-1918,2078,-438,332,1402,0,258,412,-63
West Virginia,2014,-1018,1797,266,223,655,767,244,9,865,-498,-797,0,0,5,477,-161,-139,-423,-241,-17,3236,-71,-213,-533,-263,102,252,0,-465,0,687,-25,594,-2408,-22,75,170,163,126,0,-48,0,-1324,-361,17,-146,-2286,-258,0,246,-106
Wisconsin,2014,218,14,-3776,-157,-23,-2610,293,-127,31,-3398,-2066,-73,-430,15370,-647,1183,-37,295,-601,-499,-203,-148,55,383,636,707,283,47,324,37,-266,-809,614,1203,102,311,-52,-677,159,184,490,-305,-17,-2421,672,130,397,-412,-246,0,-1031
Wyoming,2014,-53,-62,-871,523,1302,-209,0,38,-255,511,-299,45,-714,371,-306,-285,-236,-244,38,115,-28,0,-50,131,0,-465,-210,-736,299,0,0,55,-130,-657,-75,-136,-425,-1569,-134,0,8,-1699,234,1,-2460,-29,-7,63,106,1031,0
Alabama,2015,0,488,1258,1373,-1876,-465,731,1,162,306,11061,159,-564,547,-946,193,560,-98,-1752,97,-91,177,1153,88,615,-275,120,307,-1291,41,-57,417,1211,241,1162,-525,-232,-61,1027,4,114,89,-3085,-698,-7,-72,1884,291,205,169,-89
Alaska,2015,-488,0,-1861,-132,-2960,162,41,-344,-235,-80,375,568,-517,469,138,-541,233,1,109,-15,83,-10,-746,810,-474,-15,-196,111,1112,338,-839,488,8,1500,-125,-922,502,-228,-105,-93,623,23,-491,-377,-1293,36,-700,77,0,-27,151
Arizona,2015,-1258,1861,0,-1130,20442,785,2230,645,-37,665,1958,-632,-317,4241,1216,894,546,2827,1522,524,-544,920,5062,4521,207,764,611,-503,1555,-224,1261,4589,-429,-640,142,890,1411,814,989,-349,-58,342,740,-3042,2515,337,1620,4323,0,2722,1277
Arkansas,2015,-1373,132,1130,0,2208,902,0,79,-7,-4209,739,-149,-1227,1547,144,-1337,532,-19,608,0,16,-55,930,-291,1918,-1520,738,-404,242,0,-121,603,-659,1299,-112,-627,624,-597,-407,0,-1301,-340,-38,3169,215,36,1499,-833,136,1023,78
California,2015,1876,2960,-20442,-2208,0,-7872,1965,393,-211,4421,-4045,-477,-13088,7236,2243,-1505,-2194,-1047,-994,459,-878,3109,-1350,-1852,-1027,-3181,-2322,-35,-29433,-750,7443,-1482,11386,-4522,-1566,1691,597,-19609,3346,300,386,-730,-1251,-23833,-9340,-202,-9491,-12478,-462,1511,-678
Colorado,2015,465,-162,-785,-902,7872,0,1786,-115,476,3417,188,2659,-1967,7400,-289,560,967,168,1829,-400,-716,332,1746,2734,359,2007,-2358,630,1665,-358,2459,998,2647,-145,404,126,-1290,1825,1755,-242,-315,-468,592,2681,100,718,3882,110,741,4348,-5857
Connecticut,2015,-731,-41,-2230,0,-1965,-1786,0,-164,-913,-8765,-727,-352,-76,223,96,189,-301,-341,-25,-677,-1089,1215,-297,-30,84,370,0,-300,-1554,-1542,907,564,12136,-5315,-166,-290,199,-277,-3619,-826,-2429,330,-758,-1454,-200,-1117,-1293,650,-507,-881,-271
Delaware,2015,-1,344,-645,-79,-393,115,164,0,27,-802,122,0,0,461,102,124,-186,-316,-15,376,295,452,48,47,26,-172,0,-34,0,-126,3203,846,3528,-172,423,-129,-612,-412,6350,0,445,0,-235,-628,-29,8,913,381,-112,-88,0
District of Columbia ,2015,-162,235,37,7,211,-476,913,-27,0,1219,361,-107,5,-265,677,23,-92,64,300,138,-7325,1663,863,263,338,-264,0,661,-26,-244,959,40,-486,-1900,0,-466,-215,-632,512,228,1544,9,456,-109,-9,-169,-2941,-273,18,-135,-29
Florida,2015,-306,80,-665,4209,-4421,-3417,8765,802,-1219,0,-8632,965,-1018,14978,5873,-356,284,3005,1156,2576,6128,4816,14591,1931,-698,3290,195,-99,7,2136,20106,1612,43097,-3768,996,14492,-1069,-1227,14150,-1840,-2374,1137,2011,-3964,-451,1038,-314,-7003,612,6606,815
Georgia,2015,-11061,-375,-1958,-739,4045,-188,727,-122,-361,8632,0,-236,-849,4379,1502,-541,612,483,-800,627,-728,113,2057,1734,1284,2842,-383,454,1658,422,3773,2,8391,-1581,-367,1869,-1214,240,2893,14,1847,-268,4502,-4846,491,-253,6224,-3038,523,1150,441
Hawaii,2015,-159,-568,632,149,477,-2659,352,0,107,-965,236,0,359,239,66,-52,460,735,153,-91,-2574,373,-13,463,-71,-724,-1,81,-2554,26,-73,-523,1709,-424,-39,78,362,-1232,457,411,612,0,-793,-1311,-532,0,1490,-1210,130,-226,-80
Idaho,2015,564,517,317,1227,13088,1967,76,0,-5,1018,849,-359,0,383,-1029,-545,1125,792,180,39,170,35,-625,47,-262,949,-3716,-299,-623,119,27,-220,1003,-503,628,563,250,918,-662,-244,-89,60,65,1964,212,264,417,-3812,396,-180,868
Illinois,2015,-547,-469,-4241,-1547,-7236,-7400,-223,-461,265,-14978,-4379,-239,-383,0,-19748,-9733,-1603,-2122,-920,266,301,268,-1316,-2142,1132,-8520,-376,-2659,-1286,-393,821,-510,424,-3642,-312,-1452,-944,185,756,173,-2246,-780,-1198,-10208,-767,37,-3895,-2417,459,-11448,-111
Indiana,2015,946,-138,-1216,-144,-2243,289,-96,-102,-677,-5873,-1502,-66,1029,19748,0,-1050,-433,3404,-152,526,-1205,-95,2165,655,-111,-387,-594,335,210,-936,427,374,749,-2101,737,1103,339,-726,600,113,-1456,-27,-3637,-3535,208,168,444,-401,-718,927,38
Iowa,2015,-193,541,-894,1337,1505,-560,-189,-124,-23,356,541,52,545,9733,1050,0,-1880,-556,147,-75,-392,487,136,1405,105,-1072,-483,1135,8,160,621,222,-294,-2328,-2213,595,733,-948,-352,95,-161,-755,594,-1549,-224,-2,-370,1084,37,-2682,-22
Kansas,2015,-560,-233,-546,-532,2194,-967,301,186,92,-284,-612,-460,-1125,1603,433,1880,0,-364,-657,-211,-66,385,-62,-543,-142,1006,-295,-156,-395,189,484,1122,604,-278,-77,-97,-5432,91,414,-169,7,-213,-1299,-2375,1075,-18,-671,-1180,57,-807,391
Kentucky,2015,98,-1,-2827,19,1047,-168,341,316,-64,-3005,-483,-735,-792,2122,-3404,556,364,0,-1729,185,1649,1075,506,-99,-474,7,-102,386,-303,-339,68,134,2268,-1080,19,930,126,1143,1280,-118,-1040,-31,-2239,711,107,-199,-787,793,1478,-138,321
Louisiana,2015,1752,-109,-1522,-608,994,-1829,25,15,-300,-1156,800,-153,-180,920,152,-147,657,1729,0,-570,826,276,485,210,2417,48,57,-404,413,-343,-218,306,2627,-340,-39,219,-322,-1489,1632,101,-246,0,173,-11181,-88,-138,-2261,854,90,-693,-288
Maine,2015,-97,15,-524,0,-459,400,677,-376,-138,-2576,-627,91,-39,-266,-526,75,211,-185,570,0,107,1016,-422,-52,0,-275,-185,-361,-37,-513,949,-663,809,-1138,0,-165,-262,237,24,468,-588,22,-723,673,7,-230,-1068,-226,-121,143,-582
Maryland,2015,91,-83,544,-16,878,716,1089,-295,7325,-6128,728,2574,-170,-301,1205,392,66,-1649,-826,-107,0,-437,701,-632,86,987,-5,591,172,133,4068,-195,3683,-5821,-123,-114,-653,-579,-2496,299,-3199,-111,-1030,-5228,-354,-387,-3862,-2283,-2703,288,262
Massachusetts,2015,-177,10,-920,55,-3109,-332,-1215,-452,-1663,-4816,-113,-373,-35,-268,95,-487,-385,-1075,-276,-1016,437,0,-2072,64,-407,-151,-9,260,-34,-10967,2300,-157,6288,-3273,-7,-2226,-552,-1328,2253,-5245,-1887,0,-3745,-3881,-624,206,-188,-772,160,-42,0
Michigan,2015,-1153,746,-5062,-930,1350,-1746,297,-48,-863,-14591,-2057,13,625,1316,-2165,-136,62,-506,-485,422,-701,2072,0,467,-324,1457,-108,-358,-553,-239,-257,-291,-47,-3303,-843,726,-2545,-752,2463,210,-2069,368,-1608,-5453,-20,-576,-585,-627,361,239,109
Minnesota,2015,-88,-810,-4521,291,1852,-2734,30,-47,-263,-1931,-1734,-463,-47,2142,-655,-1405,543,99,-210,52,632,-64,-467,0,210,-1001,127,-83,-2539,24,-296,394,1653,-13,-6076,753,-354,-1171,-1137,86,-657,1484,106,-142,581,2,1226,-1099,-337,-878,-60
Mississippi,2015,-615,474,-207,-1918,1027,-359,-84,-26,-338,698,-1284,71,262,-1132,111,-105,142,474,-2417,0,-86,407,324,-210,0,-1228,187,-200,580,-241,1331,-1221,-812,367,-238,219,478,-49,-1200,-37,-578,-10,21,-4634,-1075,0,-126,673,476,70,31
Missouri,2015,275,15,-764,1520,3181,-2007,-370,172,264,-3290,-2842,724,-949,8520,387,1072,-1006,-7,-48,275,-987,151,-1457,1001,1228,0,-1353,1544,822,-111,684,342,735,1319,-795,1414,1184,376,929,-155,-726,418,320,-7639,-266,0,-1181,76,131,82,415
Montana,2015,-120,196,-611,-738,2322,2358,0,0,0,-195,383,1,3716,376,594,483,295,102,-57,185,5,9,108,-127,-187,1353,0,-139,-330,283,133,-257,-153,782,587,9,-114,-3016,-116,51,-127,-83,44,1025,-308,-52,304,23,50,77,1016
Nebraska,2015,-307,-111,503,404,35,-630,300,34,-661,99,-454,-81,299,2659,-335,-1135,156,-386,404,361,-591,-260,358,83,200,-1544,139,0,-408,-84,-169,1542,690,-813,150,-304,162,-71,610,0,-36,-489,-1372,-26,537,8,32,484,0,754,-996
Nevada,2015,1291,-1112,-1555,-242,29433,-1665,1554,0,26,-7,-1658,2554,623,1286,-210,-8,395,303,-413,37,-172,34,553,2539,-580,-822,330,408,0,-64,-194,700,2201,19,47,-754,-437,-280,1045,267,715,-227,-831,-2551,772,0,1293,1693,280,452,-478
